# ra	dec	mag	bv	bayer	flamsteed	constellation
# Bright Star Catalogue V/50 (Hoffleit & Warren 1991), CDS Strasbourg. J2000.
282.8996	28.7836	6.18	+1.18			
287.8462	40.4292	6.18	+0.09			
294.6079	-57.9833	6.18	+0.97			
296.6458	32.8886	6.18	+1.13			
298.5737	-23.9411	6.18	+1.02			
302.1304	-10.0628	6.18	+0.06			
305.1267	53.5961	6.18	+1.56			
307.7421	20.6058	6.18	+0.15			
307.8379	52.3097	6.18	+1.01			
324.7342	-79.4425	6.18	+0.46			
324.4321	6.6183	6.18	+0.02		3	Peg
329.2592	-37.7469	6.18	+0.33			
332.5792	19.6169	6.18	+0.69			
344.4196	39.3089	6.18	-0.15			
352.2525	-9.2661	6.18	+1.44			
353.6946	38.0239	6.18	+1.58			
1.8258	-17.3864	6.19	+0.14			
2.1708	36.6267	6.19	+0.48			
6.6558	-0.0497	6.19	+0.90		10	Cet
7.6158	-40.9394	6.19	+0.33			
16.1150	29.6586	6.19	+0.43			
18.2479	30.0642	6.19	+1.00			
25.9783	-4.7656	6.19	+1.54			
37.3067	23.4689	6.19	+0.15			
45.5388	-6.4947	6.19	+0.60			
46.9621	-27.8311	6.19	+0.16			
54.8558	-10.4372	6.19	+1.03			
59.1579	-9.7508	6.19	+0.28			
65.7412	59.6164	6.19				
71.6075	-28.0875	6.19	+0.19			
75.7100	66.8228	6.19	+0.48			
76.0900	21.2781	6.19	+1.32			
82.5662	-63.9278	6.19	+0.22			
84.4725	-4.8136	6.19	-0.04			
85.5483	-30.5356	6.19	+0.01			
95.9000	-9.8744	6.19	+1.84			
98.3588	-52.3289	6.19	+1.09			
100.8075	37.1469	6.19	+1.03			
100.7771	3.0333	6.19	+1.37			
111.0717	-22.9128	6.19	-0.09			
114.6358	-38.7811	6.19	+1.02			
115.7725	0.1894	6.19	+1.02			
121.3350	-46.9789	6.19	-0.15			
128.2700	-24.6064	6.19	+0.27			
129.3629	-4.9336	6.19	+1.05			
134.4250	9.3878	6.19	+0.98			
142.3179	-38.4039	6.19	+0.22			
144.1929	-52.9442	6.19	+1.05			
150.7496	-60.1786	6.19	+0.17			
153.8371	-36.5181	6.19	+1.06			
156.1846	-73.9717	6.19	+0.07			
157.5362	-66.9850	6.19	+0.01			
164.8075	-84.5939	6.19	+0.11	η		Oct
174.9600	-16.6203	6.19	+1.62			
185.5450	24.7739	6.19	-0.01			
187.9112	-5.0525	6.19	+1.04			
190.3933	10.4264	6.19	+0.19		27	Vir
196.9733	27.5558	6.19	+1.36			
198.7904	-36.3711	6.19	+0.97			
199.6442	-51.2861	6.19	+0.01			
206.3963	-15.7675	6.19	+0.05		85	Vir
208.4675	-35.3144	6.19	+1.02			
208.7425	-8.0589	6.19	+0.53			
214.9204	0.3842	6.19	+0.20			
216.0763	8.0850	6.19	+1.20			
230.1733	44.4342	6.19	+0.39			
234.3688	-26.2800	6.19	+0.01			
238.3450	-62.6069	6.19	+1.47			
237.9100	-14.1336	6.19	+1.00			
240.7888	59.4108	6.19	+1.58			
242.3821	-32.6497	6.19	+0.79			
254.3587	-10.9633	6.19	+1.00			
256.4525	-44.1050	6.19	+0.28			
257.7633	24.2378	6.19	+0.23		63	Her
261.2758	-24.2436	6.19	+1.10			
261.7346	-51.9492	6.19	-0.03			
265.0492	-2.1525	6.19	+1.67			
266.0721	14.4103	6.19	+0.21			
274.3500	-28.6525	6.19	+0.18			
283.2604	-48.3600	6.19	+0.14			
283.2483	-46.5858	6.19	+0.03			
289.4508	2.0317	6.19	+0.02			
291.3575	24.9128	6.19	+0.51			
301.2908	38.4783	6.19	+0.64			
307.7467	36.9358	6.19	+1.01		44	Cyg
308.8842	-16.5258	6.19	+0.20			
307.2629	83.6256	6.19	+0.13			
315.6004	44.7911	6.19	+1.69			
319.3467	42.6833	6.19	-0.11			
329.0583	-57.8994	6.19	+0.21	π		Ind
331.5517	45.2486	6.19	+0.09			
342.1258	-10.5556	6.19	+0.28		70	Aqr
342.2529	68.5703	6.19				
343.6421	-7.2047	6.19	+1.28		78	Aqr
351.0325	-18.6875	6.19	+1.02			
0.1288	59.5597	6.19	+1.01			
13.8112	24.5569	6.20	+1.62			
20.6542	1.7264	6.20	+1.52			
22.0954	7.9614	6.20	+1.12			
50.8242	-7.7942	6.20	+0.70			
53.4867	-31.0803	6.20	+0.48			
76.7067	43.1747	6.20	+0.43			
78.6846	53.2139	6.20	+0.07			
88.2313	68.4714	6.20	+0.95			
82.5579	-84.7850	6.20	-0.02			
90.6408	-14.4972	6.20	+0.96			
97.7921	16.9386	6.20	+1.16			
97.7492	-40.9164	6.20	+1.40			
101.8479	18.1933	6.20	+0.07			
122.2925	-35.4550	6.20	+0.89			
123.0554	17.6478	6.20	+0.60	ζ²	16	Cnc
132.2058	66.7081	6.20	-0.11			
135.2975	-26.6639	6.20	+1.13			
141.6188	-40.5019	6.20	+0.25			
149.2488	-69.1019	6.20	-0.10			
150.4188	-53.3644	6.20	-0.13			
150.4917	-57.3497	6.20	+1.12			
157.7446	-7.6375	6.20	+1.38			
163.6758	25.4908	6.20	+0.28		48	LMi
164.9867	77.7700	6.20	+0.97			
172.9371	14.3644	6.20	+0.57		88	Leo
188.9942	-20.5272	6.20	+0.33			
195.1617	18.3731	6.20	+0.42			
199.1192	68.4081	6.20	-0.06			
202.1933	-69.6281	6.20	+0.02			
209.6300	-65.8006	6.20	+1.05			
210.6325	9.6864	6.20	+0.90			
211.5454	-43.0919	6.20	+0.98			
214.3379	51.3072	6.20	+0.04			
219.2492	-12.3053	6.20	+0.46			
224.9833	-75.0325	6.20	-0.04			
228.3983	38.2647	6.20	+1.20			
229.8817	-37.0967	6.20	+0.96			
230.3971	-40.7497	6.20	+0.07			
250.9396	-41.1189	6.20	+0.14			
268.2196	-41.9967	6.20	+0.54			
268.7250	-24.8872	6.20	+0.04			
276.9854	-17.8000	6.20	+0.01			
279.1900	43.2219	6.20	+0.24			
295.1808	-16.2933	6.20	+1.13		54	Sgr
294.8933	45.9581	6.20	+0.90			
295.4667	50.5175	6.20	+0.66			
297.8308	47.3772	6.20	+0.36			
300.3137	37.0989	6.20	+1.31			
299.9025	76.4814	6.20	+1.61		69	Dra
305.7312	42.9833	6.20	+0.95			
309.3483	38.3286	6.20	+0.99			
317.8363	-72.5442	6.20	+1.08			
324.5121	-64.8242	6.20	+0.03			
324.3663	44.6967	6.20	+0.19			
325.1804	54.8722	6.20	+1.16			
328.6496	-3.3011	6.20	+0.48			
345.3779	57.1056	6.20	+1.50			
351.7879	-50.1572	6.20	-0.08			
7.7292	77.0194	6.21	+0.84			
12.8904	51.5711	6.21				
14.0538	57.9967	6.21	+1.37			
15.6788	-65.4561	6.21	+1.64			
21.0104	-8.0075	6.21	+0.23		44	Cet
26.0746	57.5364	6.21	+0.10			
30.9275	18.2533	6.21	+1.42			
34.7954	46.4725	6.21				
38.4175	-20.0019	6.21	+1.10			
39.6538	3.4431	6.21	+1.00			
43.5271	-50.8714	6.21	+1.58			
56.9567	-36.1058	6.21	-0.10			
67.6596	32.4581	6.21	-0.04			
67.8579	-13.6450	6.21	+0.12			
78.4996	-14.6067	6.21	+0.37			
82.5825	4.2042	6.21	+1.27			
85.8313	23.2042	6.21	-0.06			
85.4229	-16.7256	6.21	-0.13			
99.6587	1.6136	6.21	+0.15			
101.5504	-37.7756	6.21	-0.13			
103.6754	-1.7564	6.21	+0.56			
103.4804	-24.5392	6.21	+0.01			
107.3346	-10.3472	6.21	+0.03			
113.3421	-14.3383	6.21	-0.04			
115.8425	22.3994	6.21	+0.93			
115.7221	-58.2300	6.21	+1.05			
121.4042	27.5297	6.21	+0.01			
123.9687	-30.9258	6.21	+0.78			
131.5992	-41.1256	6.21	-0.05			
131.2721	-58.7250	6.21	-0.09			
149.7754	-23.9503	6.21	-0.10			
151.6975	5.6114	6.21	+0.94		14	Sex
161.2650	-59.6842	6.21	+0.61	η		Car
168.7250	-43.7342	6.21	+1.61			
170.2242	67.1006	6.21	+1.01			
174.9629	-14.4686	6.21	0.00			
179.2654	-33.3153	6.21	-0.04			
185.1167	-65.8428	6.21	-0.04			
187.5121	51.5356	6.21	+0.51		7	CVn
187.7088	53.0767	6.21	+0.54			
200.3746	-19.4889	6.21	+0.09			
205.0650	31.0119	6.21	+0.96			
206.1904	-25.5008	6.21	+1.38			
215.8567	-11.7142	6.21	+0.99		2	Lib
238.8767	-31.0836	6.21	+1.37			
240.2238	-40.4353	6.21	+0.01			
240.9779	-24.7264	6.21	+1.38			
243.1046	67.1442	6.21	+0.99			
255.4175	75.2972	6.21				
258.9646	-30.2106	6.21	-0.03			
261.1546	-18.4458	6.21	+0.03			
261.7588	-12.5125	6.21	+0.51			
268.1617	-6.1436	6.21	+1.40			
270.0004	-20.3392	6.21	+1.40			
270.6254	22.9231	6.21	-0.10		97	Her
270.7875	48.4644	6.21	+0.03			
278.9717	16.9756	6.21	+0.53			
282.0113	4.2414	6.21	+1.51			
284.5992	6.2403	6.21	+0.46			
297.5904	-61.0614	6.21	-0.14			
301.3396	56.3414	6.21	+0.43			
304.8717	13.2169	6.21	+1.63			
307.0700	2.9369	6.21	+0.90			
312.3354	-18.0358	6.21	+1.42			
312.4963	5.5447	6.21	+0.98			
315.1408	-4.7303	6.21	+0.63		11	Aqr
318.8113	-40.5064	6.21	+1.14			
324.9987	-52.3592	6.21	+0.60			
326.7696	17.1942	6.21	+0.34			
333.9992	8.5494	6.21	+0.02			
339.9458	19.6811	6.21	0.00		41	Peg
342.5425	50.6769	6.21	+1.14			
345.1579	0.1858	6.21	+0.89		3	Psc
345.3483	-7.0611	6.21	+1.41		81	Aqr
346.9883	64.2225	6.21	+1.10			
358.7825	7.0711	6.21	-0.07		26	Psc
13.1013	-69.5044	6.22	+0.56	λ¹		Tuc
23.9433	14.6614	6.22	-0.04		101	Psc
35.7408	-18.3544	6.22	+0.94			
41.0854	-32.5250	6.22	+0.04			
44.2108	51.2608	6.22	+1.57			
58.3042	-18.4344	6.22	+0.88			
64.5342	42.1411	6.22	-0.08			
69.8462	25.2183	6.22	+0.16			
75.2042	-5.7533	6.22	+1.06			
82.8371	-6.7083	6.22	-0.17			
83.5162	-1.0356	6.22	-0.17			
85.1554	-2.8250	6.22	-0.20			
86.7696	-28.6392	6.22	-0.15			
89.4758	1.2244	6.22	+1.48			
90.0792	44.5919	6.22				
89.5488	-0.9942	6.22	+1.14			
90.0737	-12.8997	6.22	+0.36			
94.7829	-8.5864	6.22	-0.04			
96.9858	20.4961	6.22	+0.01		16	Gem
104.6742	-45.7681	6.22	0.00			
112.1971	15.1094	6.22	-0.05			
119.3333	-47.8903	6.22	-0.10			
120.4613	8.9139	6.22	+0.57			
130.7508	46.9011	6.22	+0.96			
146.4808	-58.7942	6.22	+0.46			
154.0129	-59.9033	6.22	+0.20			
174.6004	-2.4361	6.22	+1.12			
175.5146	-20.2939	6.22	+0.95			
179.2217	61.5492	6.22	+0.96			
180.7150	-7.6836	6.22	+1.49			
182.1025	-60.8472	6.22	+1.74			
183.5700	-64.4086	6.22	+0.12			
184.0979	-72.6147	6.22	-0.01			
186.9650	-4.6153	6.22	+0.44			
187.1063	-61.7953	6.22	+1.26			
188.8708	-61.8419	6.22	+0.73			
198.2121	-42.6997	6.22	+1.06			
200.7862	-33.1900	6.22	+1.65			
214.2658	-18.5853	6.22	+0.98			
215.7783	25.3381	6.22	+0.37			
220.4821	-58.6161	6.22	+0.45			
225.4921	-34.3589	6.22	+0.24			
232.6513	-20.7283	6.22	+0.17			
232.9308	-20.1647	6.22	+0.22			
233.0404	16.0561	6.22	-0.05	τ²	12	Ser
258.0825	-70.7211	6.22	+1.06			
267.0842	3.8042	6.22	+0.16			
275.7621	16.6881	6.22	+1.20			
278.2538	-39.8922	6.22	+0.42			
278.6300	-52.8919	6.22	+1.25			
281.3487	-56.8817	6.22	+1.38			
284.0946	-1.8000	6.22	-0.05			
283.4429	57.4869	6.22	+1.23			
284.6942	40.6792	6.22	-0.16			
283.3883	75.7875	6.22				
289.7550	37.4453	6.22	-0.03			
295.8108	58.0164	6.22	+0.56			
303.0996	-42.7806	6.22	+1.23			
302.7646	21.1347	6.22	+0.90			
304.3813	29.1481	6.22	+1.01			
306.5967	17.3156	6.22	+1.01			
309.9642	-62.9078	6.22	+1.10			
309.3263	0.0969	6.22	-0.08			
309.8050	-2.4128	6.22	-0.10			
310.4925	17.5214	6.22	+0.94			
325.8062	-19.6208	6.22	+0.27			
329.7292	-4.3731	6.22	+1.00			
335.9758	38.5736	6.22	+0.49			
0.3304	49.9817	6.22	+0.97			
2.2175	25.4628	6.23	+0.97			
5.6062	13.4825	6.23	+1.22		42	Psc
14.5933	-60.6964	6.23	+0.10			
20.1437	-3.2469	6.23	+1.02			
30.7937	73.8506	6.23				
32.8542	31.5264	6.23	+0.11		5	Tri
37.7267	17.7039	6.23	+0.90		27	Ari
54.9096	-3.3931	6.23	+1.04			
63.3950	10.2122	6.23	+0.05			
65.8996	42.4281	6.23	0.00			
66.7529	2.0794	6.23	+1.09			
74.3217	-1.0672	6.23	+0.42			
81.5100	-5.5183	6.23	-0.06			
85.3346	53.4811	6.23	+0.84			
91.3917	33.5992	6.23	-0.08			
97.1167	16.2383	6.23	+0.90			
104.4267	-27.5375	6.23	-0.14			
104.3233	-35.5075	6.23	+0.46			
107.5387	-18.6853	6.23	+0.40			
110.5771	-2.9789	6.23	+0.68			
117.3692	-13.3533	6.23	-0.09			
118.9200	35.4128	6.23	+0.28			
121.6146	-9.2450	6.23	-0.07			
122.7450	14.6294	6.23	+0.02			
133.1192	28.2592	6.23	+1.62		53	Cnc
146.3783	78.1347	6.23	+1.35			
158.5538	-60.9878	6.23	+1.40			
165.6017	-26.8314	6.23	+0.31			
181.4863	-35.6939	6.23	-0.08			
181.5825	-68.6508	6.23	+1.24			
182.8808	-51.3594	6.23	+0.82			
184.6317	30.2492	6.23	+0.30			
205.1629	28.0653	6.23	+1.28			
210.2937	27.3867	6.23	+0.17		11	Boo
222.2788	-56.6678	6.23	+1.13			
235.2429	-47.7356	6.23	+1.63			
245.6621	-2.0797	6.23	+0.07			
250.7642	-46.0706	6.23	+0.85			
266.4179	31.5047	6.23	0.00			
280.4650	-23.8333	6.23	+0.23		26	Sgr
281.2308	54.8967	6.23	+0.82			
285.5362	-41.9100	6.23	0.00			
287.0150	21.6989	6.23	+0.40			
295.4896	40.2539	6.23	+0.18			
298.0908	18.6719	6.23	+0.01		9	Sge
305.0633	39.4033	6.23	+0.06			
314.0708	56.8875	6.23	-0.18			
333.6608	-41.3817	6.23	+0.65			
338.9704	-57.8836	6.23	+0.20			
339.5925	-7.8978	6.23	+0.78			
355.1692	36.7208	6.23	+0.39			
3.7338	22.2842	6.24	-0.01			
19.2650	-66.3981	6.24	+0.05			
24.4071	-9.4039	6.24	+0.53			
28.7242	40.7019	6.24	+1.25			
38.4775	-51.0936	6.24	+0.52			
44.1033	64.3325	6.24	+2.03			
52.3592	46.9378	6.24	+0.13			
67.5404	-13.5922	6.24	+1.00			
75.5000	1.6089	6.24	-0.04			
82.4192	29.1864	6.24	+0.45			
83.8437	-4.4253	6.24	-0.15			
90.7296	32.6358	6.24	+0.42			
94.6688	9.0472	6.24	+0.87			
95.9417	-15.0717	6.24	+1.53			
96.3671	14.7219	6.24	+2.34			
99.4788	73.6956	6.24	+0.38			
98.1954	-11.1664	6.24	+1.11			
103.3437	10.9964	6.24	+0.97			
109.5171	30.9558	6.24	-0.03			
111.2113	-19.0122	6.24	+0.29			
112.7129	-5.2264	6.24	+1.18			
115.1971	13.7708	6.24				
128.1396	53.1147	6.24	+1.01			
128.3408	36.4364	6.24	+0.36		32	Lyn
128.3767	-46.9711	6.24	+1.56			
142.4579	-23.3453	6.24	+1.57			
143.3338	-7.1900	6.24	+1.17			
145.4104	25.9128	6.24	+1.25		13	Leo
147.6254	4.3436	6.24	+0.48		4	Sex
148.6321	-22.4883	6.24	+0.04			
152.0662	31.6042	6.24	+0.45			
152.4854	-12.0958	6.24	+0.18			
160.6304	-13.9750	6.24	+1.54			
172.9483	-20.7767	6.24	+0.54			
186.6008	71.9297	6.24	+1.06			
188.4475	33.3847	6.24	+1.05			
192.5817	-48.4597	6.24	+0.05			
193.1025	-53.8294	6.24	+1.13			
210.9825	4.9008	6.24	+0.39			
213.3050	-26.6122	6.24	+1.08			
213.5979	41.5189	6.24	+1.04			
234.0475	-33.0928	6.24				
236.6892	-6.1203	6.24	+1.17			
250.2979	-1.0006	6.24	+0.30			
262.0321	-63.0364	6.24	-0.09			
265.5163	-50.5106	6.24	+1.76			
265.8417	14.2950	6.24	+0.42			
267.5437	78.3067	6.24	+1.44			
285.4075	-22.6956	6.24	+1.66			
298.6683	-61.1708	6.24	+0.16			
313.6458	-50.7278	6.24	-0.12			
353.4279	45.0581	6.24	+0.98			
355.4771	57.2600	6.24				
357.3817	-15.8611	6.24	+1.22			
358.3367	-24.2292	6.24	+0.19			
0.8571	63.6419	6.24	+0.33			
3.5096	33.2061	6.25	-0.01			
19.0562	87.1453	6.25	+1.12			
17.0054	32.0122	6.25	+0.40		78	Psc
19.5425	47.4197	6.25	+1.35			
26.1921	57.0892	6.25	+0.04			
36.3167	56.6100	6.25	+0.31		10	Per
37.5692	33.8339	6.25	+1.07			
39.2767	32.8919	6.25	+0.48			
40.0654	6.1119	6.25	+0.40			
41.7429	35.9836	6.25	+0.93			
42.3783	57.0842	6.25	+0.89			
45.4679	5.3361	6.25	+1.05			
49.0079	34.6886	6.25	+0.28			
48.7508	-26.1003	6.25	+0.04			
53.6558	-9.8686	6.25	+0.02			
56.9537	32.1950	6.25	+0.47			
58.0179	31.1683	6.25	+0.20			
63.4579	12.7533	6.25	+1.16			
68.3871	18.0167	6.25	+0.07			
70.9342	-41.0647	6.25	+1.46			
77.7417	-2.2539	6.25	+0.98			
81.5238	16.7003	6.25	-0.08		113	Tau
85.8758	-39.4069	6.25	+0.37			
87.8571	32.1250	6.25	+1.75			
89.3958	66.0961	6.25	+1.36			
94.2446	23.7408	6.25	+0.45		9	Gem
96.3746	-35.0639	6.25	+1.36			
118.6221	47.3861	6.25	+1.15		25	Lyn
120.2000	19.8161	6.25	+1.11			
119.2113	-59.1264	6.25	+2.08			
131.5288	-11.0064	6.25	+1.61			
132.6342	33.2853	6.25	+0.49			
133.2746	59.0561	6.25				
134.8154	-28.8061	6.25	+1.00			
138.8108	-45.5556	6.25	-0.08			
143.4963	23.4539	6.25	+1.46			
152.8242	-7.3167	6.25	+0.01			
153.7821	59.9856	6.25	+1.60			
153.3308	-27.0289	6.25	+0.31			
161.5700	-60.6033	6.25	+0.04			
171.9737	-1.7000	6.25	+1.04			
186.1863	-41.3842	6.25	+1.18			
189.7187	-67.1931	6.25	+0.06			
193.4571	12.4186	6.25	+0.27		41	Vir
198.1058	80.4714	6.25	+0.94			
214.1367	20.1214	6.25	+0.49			
220.5133	61.2619	6.25	+0.41			
233.0183	-38.6231	6.25	+0.20			
235.0433	12.0531	6.25	+0.94			
240.7183	-62.5417	6.25	-0.04			
242.0204	17.0544	6.25	+1.14	κ	7	Her
243.2354	-4.2208	6.25	+0.13			
247.7617	35.2250	6.25	+1.64			
253.5442	-1.6122	6.25	+0.28			
259.1483	-74.5331	6.25	-0.01			
275.3808	-24.9150	6.25	+1.84			
279.8879	40.9350	6.25	-0.06			
282.4046	0.8358	6.25	+0.04			
287.4408	65.9786	6.25	0.00		55	Dra
288.8883	-24.1792	6.25	+0.54			
289.1367	-33.5217	6.25	+0.02			
291.0921	16.9378	6.25	+0.08		2	Sge
292.3250	0.2461	6.25	+1.32			
292.6954	36.2286	6.25	-0.04			
294.9250	-45.2781	6.25	+0.28			
297.2296	-52.8881	6.25	+1.13			
297.8238	9.6303	6.25	+0.10			
306.7208	-37.4031	6.25	+0.97			
307.0312	8.4375	6.25	+1.08			
309.4775	18.2692	6.25	+1.48			
314.9004	-19.0353	6.25	-0.13		20	Cap
315.7925	-27.7319	6.25	+0.95			
315.7625	1.5319	6.25	+0.48			
317.3875	-20.5564	6.25	+0.38		27	Cap
323.3246	45.8542	6.25	+1.81			
324.3908	-0.3903	6.25	+0.06			
341.3675	19.3667	6.25	+1.05		45	Peg
351.8117	1.1225	6.25	+1.02		9	Psc
352.3838	-4.5328	6.25	+1.09			
0.4325	42.3672	6.25	-0.03			
0.7400	-20.0461	6.25	+0.53			
1.2333	26.6489	6.25	+1.40			
7.2358	36.9000	6.26	+0.92			
7.1796	-50.5328	6.26	+1.09			
19.1279	79.9100	6.26	+0.42			
21.1746	-44.5283	6.26	+1.14			
28.2117	51.4747	6.26				
28.7396	37.1283	6.26	+1.17			
40.8608	-66.7144	6.26	+0.53			
43.3383	48.5694	6.26	+1.18			
47.8200	-16.0253	6.26	+1.20			
61.4854	-8.8561	6.26	+0.06			
67.8500	40.0103	6.26	+0.04			
72.0292	55.6025	6.26				
72.4258	-13.7697	6.26	+0.44			
84.3175	66.6961	6.26				
84.0429	-28.7078	6.26	+0.13			
96.0096	8.8847	6.26	-0.08			
103.2817	44.8394	6.26	+0.21			
103.5096	-50.6117	6.26	+0.99			
104.9138	-21.6033	6.26	-0.15			
113.3063	-40.0589	6.26	-0.12			
121.7913	43.2603	6.26	-0.02		28	Lyn
122.4487	-42.6406	6.26	-0.04			
133.8304	-45.0417	6.26	-0.16			
142.3850	-4.2472	6.26	+0.84			
146.7779	-65.0725	6.26	+0.08	υ		Car
160.3508	-1.7417	6.26	+0.88		33	Sex
161.0808	-70.8600	6.26	+0.20			
176.3025	-49.0697	6.26	+1.17			
177.0979	-10.3133	6.26	+0.58			
179.1829	-47.0725	6.26	+0.40			
183.8771	-41.9131	6.26	+1.01			
186.7008	-48.9133	6.26	+0.68			
188.2621	10.2956	6.26	+0.95		20	Vir
188.3433	-19.7919	6.26	+0.29			
189.9817	-66.5117	6.26	-0.05			
191.8892	-6.3019	6.26	+0.55			
193.5546	33.5344	6.26	+0.20			
196.2004	-41.1967	6.26	+1.68			
200.1733	2.9417	6.26	+0.10			
210.9033	7.5464	6.26	+0.94			
218.4096	79.6603	6.26	+1.30			
238.9158	18.6206	6.26	-0.11			
250.1437	-20.4086	6.26	+1.08			
255.4633	-18.8856	6.26	+1.38		29	Oph
264.3617	-38.0656	6.26	+1.25			
264.7854	2.0281	6.26	+1.03			
270.2383	15.0933	6.26	+0.69			
290.4046	-19.2342	6.26	-0.10			
289.9021	54.3761	6.26	+0.03			
295.0763	-54.4175	6.26	+1.00			
296.1421	13.3028	6.26	-0.03	ψ	48	Aql
301.8963	-55.0164	6.26	+0.53			
301.1858	63.8906	6.26	+0.10			
302.8379	21.8756	6.26	-0.02			
336.4196	18.4444	6.26	+1.22			
346.9488	63.6333	6.26	-0.02			
354.4158	16.8256	6.26	0.00		74	Peg
355.3621	49.5122	6.26	+0.19			
359.2846	-26.6236	6.26	+1.45			
359.5883	-15.8475	6.26	+1.08		1	Cet
12.2363	-46.6978	6.27	+0.90			
13.4483	52.6892	6.27	+0.19			
13.7717	48.6786	6.27	+1.68			
21.7758	34.3775	6.27	+0.46			
26.2325	20.0831	6.27	+0.75		109	Psc
47.0883	18.7950	6.27	+1.58		54	Ari
48.2563	-35.9439	6.27	-0.08			
54.8533	75.7397	6.27	+0.97			
65.1612	-6.2456	6.27	+0.91			
76.2525	-54.4075	6.27	+1.54			
76.5387	-73.0378	6.27	-0.01			
78.8654	22.2847	6.27	+0.08		108	Tau
81.1925	-52.3164	6.27	+0.07	θ		Pic
83.4083	34.7258	6.27	+0.15			
83.9813	27.6622	6.27	+1.54			
92.1442	-44.3561	6.27	-0.15			
92.4467	-26.7008	6.27	+1.01			
96.6871	-7.5114	6.27	-0.04			
95.7554	-63.6831	6.27	+1.60			
96.2317	-63.8278	6.27	-0.13			
101.0483	53.2964	6.27	+1.08			
104.3571	11.9075	6.27	+0.34			
104.6625	7.6219	6.27	+0.11			
104.6650	-55.7294	6.27	+1.16			
105.1775	-28.4894	6.27	+0.45			
114.0692	-8.3114	6.27	+1.54			
114.5604	24.3603	6.27				
122.3462	42.4306	6.27	+1.27			
122.1767	13.6408	6.27	+0.43		12	Cnc
124.5658	54.1436	6.27	+1.54			
135.5267	-39.4025	6.27	+1.00			
142.2592	-1.2569	6.27	+0.27			
142.8871	-66.7194	6.27	+1.35			
148.7642	61.1161	6.27	+1.05			
151.3133	-36.3839	6.27	+1.11			
152.1479	-15.6117	6.27	-0.01			
155.8046	-30.1622	6.27	+0.31			
155.9183	-41.9533	6.27	+0.88			
161.0604	19.7586	6.27	+0.17			
161.1104	-72.4439	6.27	+0.49			
169.2992	-38.0144	6.27	+0.10			
169.9013	-75.1425	6.27	-0.03			
174.6342	33.6256	6.27	+1.32			
175.4317	55.1725	6.27	+1.49			
177.7892	33.3750	6.27	+0.32			
181.1171	85.5872	6.27	+0.59			
184.8296	23.0347	6.27	+0.17		8	Com
192.1742	48.4669	6.27	+0.18		11	CVn
204.9200	-39.7481	6.27	+1.66			
210.5508	45.7536	6.27	+1.32			
215.8137	1.2417	6.27	+0.63			
216.3717	38.3931	6.27	+1.23			
217.9283	60.2256	6.27	+0.24			
226.5579	-36.2642	6.27	+1.65			
231.4721	19.4808	6.27	+0.60			
254.2667	-19.5400	6.27	+0.07			
259.8762	-50.0633	6.27	+0.41			
276.2437	27.3953	6.27	+0.05			
280.5587	-81.8078	6.27	-0.13			
277.0258	-26.7572	6.27	+0.16			
289.1187	-69.1906	6.27	+0.17	τ		Pav
288.8304	50.0708	6.27				
293.8900	-12.2528	6.27	+1.09			
295.9150	57.0425	6.27	+0.88			
303.1467	0.8675	6.27	+0.02			
304.7625	-63.2311	6.27	+1.04			
304.0142	38.8978	6.27	+0.01			
305.1346	-55.0508	6.27	+1.59			
305.4208	-49.9994	6.27	+0.55			
307.5029	72.5317	6.27	+1.35			
311.7650	-2.4867	6.27	+1.55			
311.9700	52.4072	6.27	+0.89			
317.6954	-9.3539	6.27	+1.16			
318.3700	15.9825	6.27	+0.24			
331.4633	48.2317	6.27	-0.06			
332.5879	-3.8942	6.27	-0.01			
12.3892	-23.3617	6.28	+0.13			
23.1512	-49.7278	6.28	+0.46			
31.6221	0.0350	6.28	+0.90			
35.9658	55.3644	6.28	+0.86			
47.1612	8.4708	6.28	+1.06			
51.8279	12.7350	6.28	-0.02			
62.3650	59.9081	6.28	+1.14			
73.2729	-72.4075	6.28	+0.52			
81.1596	31.2239	6.28	+1.24			
88.8975	-4.7883	6.28	+0.06			
100.3408	16.3975	6.28	-0.01			
102.0512	55.7044	6.28	+0.47			
107.0554	33.8322	6.28	+1.34			
113.5212	10.5683	6.28	-0.01			
113.6646	-51.4747	6.28	+0.08			
120.3812	-55.4550	6.28	-0.15			
122.1021	-63.8011	6.28	-0.06			
128.4379	13.2572	6.28	+1.17			
139.8858	-55.1867	6.28	-0.10			
141.4342	63.9408	6.28	+1.46			
149.1938	-26.5503	6.28	+0.22			
153.0121	-28.6064	6.28	+0.01			
159.0892	36.3269	6.28	+0.39		35	LMi
161.2892	2.4881	6.28	+1.21		36	Sex
172.4312	56.7375	6.28	+0.15			
180.1771	-21.8372	6.28	+1.22			
183.8346	87.7000	6.28	+0.35			
197.4250	38.5339	6.28	-0.12		15	CVn
198.3617	-18.8267	6.28	+0.09		54	Vir
201.8367	-49.3808	6.28	-0.12			
211.1125	-14.9717	6.28	+1.08			
211.1562	2.2975	6.28	+1.02			
221.3071	32.7883	6.28	+1.58			
227.3563	-63.6428	6.28	+0.06			
228.7113	-5.5028	6.28	+1.47			
229.5392	-41.0608	6.28	+0.18			
230.1696	-67.4814	6.28	-0.09			
230.5967	12.5675	6.28	-0.02		7	Ser
254.3792	25.3528	6.28	+0.90		57	Her
